Player,deciles,variable,type_variable
N. Stark,97,Sliding tackles per 90,Defense
N. Stark,87,Passes per 90,Buildup
N. Stark,41,Fouls suffered per 90,Chance creation
N. Stark,8,Dribbles per 90,Chance creation
N. Stark,6,Successful_dribbles,Chance creation
N. Stark,3,Penalties taken,Finishing
N. Stark,3,Penalties_won,Finishing
M. Veljković,17,xG per 90,Finishing
M. Veljković,28,xA per 90,Buildup
M. Veljković,13,Touches in box per 90,Chance creation
M. Veljković,3,Progressive runs per 90,Buildup
M. Veljković,10,Back passes per 90,Positioning
M. Veljković,93,Lateral passes per 90,Positioning
M. Veljković,82,"Average long pass length, m",Buildup
M. Veljković,21,Key passes per 90,Buildup
M. Veljković,1,Shots per 90,Positioning
M. Veljković,7,shots,Finishing
M. Veljković,96,Progressive passes per 90,Buildup
M. Veljković,42,Sliding tackles per 90,Defense
M. Veljković,85,Passes per 90,Buildup
M. Veljković,8,Fouls suffered per 90,Chance creation
M. Veljković,2,Dribbles per 90,Chance creation
M. Veljković,2,Successful_dribbles,Chance creation
M. Veljković,3,Penalties taken,Finishing
M. Veljković,3,Penalties_won,Finishing
M. Friedrich,53,xG per 90,Finishing
M. Friedrich,28,xA per 90,Buildup
M. Friedrich,51,Touches in box per 90,Chance creation
M. Friedrich,2,Progressive runs per 90,Buildup
M. Friedrich,51,Back passes per 90,Positioning
M. Friedrich,92,Lateral passes per 90,Positioning
M. Friedrich,44,"Average long pass length, m",Buildup
M. Friedrich,21,Key passes per 90,Buildup
M. Friedrich,39,Shots per 90,Positioning
M. Friedrich,31,shots,Finishing
M. Friedrich,74,Progressive passes per 90,Buildup
M. Friedrich,52,Sliding tackles per 90,Defense
M. Friedrich,93,Passes per 90,Buildup
M. Friedrich,4,Fouls suffered per 90,Chance creation
M. Friedrich,6,Dribbles per 90,Chance creation
M. Friedrich,12,Successful_dribbles,Chance creation
M. Friedrich,3,Penalties taken,Finishing
M. Friedrich,3,Penalties_won,Finishing
E. Mašović,64,xG per 90,Finishing
E. Mašović,20,xA per 90,Buildup
E. Mašović,42,Touches in box per 90,Chance creation
E. Mašović,2,Progressive runs per 90,Buildup
E. Mašović,11,Back passes per 90,Positioning
E. Mašović,60,Lateral passes per 90,Positioning
E. Mašović,61,"Average long pass length, m",Buildup
E. Mašović,13,Key passes per 90,Buildup
E. Mašović,39,Shots per 90,Positioning
E. Mašović,17,shots,Finishing
E. Mašović,38,Progressive passes per 90,Buildup
E. Mašović,79,Sliding tackles per 90,Defense
E. Mašović,34,Passes per 90,Buildup
E. Mašović,2,Fouls suffered per 90,Chance creation
E. Mašović,2,Dribbles per 90,Chance creation
E. Mašović,3,Successful_dribbles,Chance creation
E. Mašović,3,Penalties taken,Finishing
E. Mašović,3,Penalties_won,Finishing
R. Knoche,43,xG per 90,Finishing
R. Knoche,1,xA per 90,Buildup
R. Knoche,17,Touches in box per 90,Chance creation
R. Knoche,20,Progressive runs per 90,Buildup
R. Knoche,23,Back passes per 90,Positioning
R. Knoche,86,Lateral passes per 90,Positioning
R. Knoche,87,"Average long pass length, m",Buildup
R. Knoche,1,Key passes per 90,Buildup
R. Knoche,11,Shots per 90,Positioning
R. Knoche,20,shots,Finishing
R. Knoche,90,Progressive passes per 90,Buildup
R. Knoche,10,Sliding tackles per 90,Defense
R. Knoche,80,Passes per 90,Buildup
R. Knoche,30,Fouls suffered per 90,Chance creation
R. Knoche,11,Dribbles per 90,Chance creation
R. Knoche,13,Successful_dribbles,Chance creation
R. Knoche,92,Penalties taken,Finishing
R. Knoche,95,Penalties_won,Finishing
L. Kilian,31,xG per 90,Finishing
L. Kilian,11,xA per 90,Buildup
L. Kilian,18,Touches in box per 90,Chance creation
L. Kilian,50,Progressive runs per 90,Buildup
L. Kilian,18,Back passes per 90,Positioning
L. Kilian,93,Lateral passes per 90,Positioning
L. Kilian,51,"Average long pass length, m",Buildup
L. Kilian,33,Key passes per 90,Buildup
L. Kilian,15,Shots per 90,Positioning
L. Kilian,23,shots,Finishing
L. Kilian,73,Progressive passes per 90,Buildup
L. Kilian,39,Sliding tackles per 90,Defense
L. Kilian,85,Passes per 90,Buildup
L. Kilian,1,Fouls suffered per 90,Chance creation
L. Kilian,14,Dribbles per 90,Chance creation
L. Kilian,12,Successful_dribbles,Chance creation
L. Kilian,3,Penalties taken,Finishing
L. Kilian,3,Penalties_won,Finishing
M. Kempf,24,xG per 90,Finishing
M. Kempf,11,xA per 90,Buildup
M. Kempf,25,Touches in box per 90,Chance creation
M. Kempf,2,Progressive runs per 90,Buildup
M. Kempf,12,Back passes per 90,Positioning
M. Kempf,66,Lateral passes per 90,Positioning
M. Kempf,93,"Average long pass length, m",Buildup
M. Kempf,11,Key passes per 90,Buildup
M. Kempf,15,Shots per 90,Positioning
M. Kempf,14,shots,Finishing
M. Kempf,64,Progressive passes per 90,Buildup
M. Kempf,12,Sliding tackles per 90,Defense
M. Kempf,55,Passes per 90,Buildup
M. Kempf,30,Fouls suffered per 90,Chance creation
M. Kempf,18,Dribbles per 90,Chance creation
M. Kempf,19,Successful_dribbles,Chance creation
M. Kempf,3,Penalties taken,Finishing
M. Kempf,3,Penalties_won,Finishing
A. Rogel,24,xG per 90,Finishing
A. Rogel,1,xA per 90,Buildup
A. Rogel,10,Touches in box per 90,Chance creation
A. Rogel,1,Progressive runs per 90,Buildup
A. Rogel,9,Back passes per 90,Positioning
A. Rogel,55,Lateral passes per 90,Positioning
A. Rogel,32,"Average long pass length, m",Buildup
A. Rogel,1,Key passes per 90,Buildup
A. Rogel,7,Shots per 90,Positioning
A. Rogel,1,shots,Finishing
A. Rogel,47,Progressive passes per 90,Buildup
A. Rogel,12,Sliding tackles per 90,Defense
A. Rogel,31,Passes per 90,Buildup
A. Rogel,3,Fouls suffered per 90,Chance creation
A. Rogel,5,Dribbles per 90,Chance creation
A. Rogel,5,Successful_dribbles,Chance creation
A. Rogel,3,Penalties taken,Finishing
A. Rogel,3,Penalties_won,Finishing
W. Anton,37,xG per 90,Finishing
W. Anton,35,xA per 90,Buildup
W. Anton,47,Touches in box per 90,Chance creation
W. Anton,58,Progressive runs per 90,Buildup
W. Anton,27,Back passes per 90,Positioning
W. Anton,89,Lateral passes per 90,Positioning
W. Anton,98,"Average long pass length, m",Buildup
W. Anton,44,Key passes per 90,Buildup
W. Anton,41,Shots per 90,Positioning
W. Anton,58,shots,Finishing
W. Anton,97,Progressive passes per 90,Buildup
W. Anton,10,Sliding tackles per 90,Defense
W. Anton,88,Passes per 90,Buildup
W. Anton,42,Fouls suffered per 90,Chance creation
W. Anton,46,Dribbles per 90,Chance creation
W. Anton,49,Successful_dribbles,Chance creation
W. Anton,3,Penalties taken,Finishing
W. Anton,3,Penalties_won,Finishing
K. Akpoguma,17,xG per 90,Finishing
K. Akpoguma,28,xA per 90,Buildup
K. Akpoguma,10,Touches in box per 90,Chance creation
K. Akpoguma,47,Progressive runs per 90,Buildup
K. Akpoguma,19,Back passes per 90,Positioning
K. Akpoguma,61,Lateral passes per 90,Positioning
K. Akpoguma,91,"Average long pass length, m",Buildup
K. Akpoguma,32,Key passes per 90,Buildup
K. Akpoguma,17,Shots per 90,Positioning
K. Akpoguma,42,shots,Finishing
K. Akpoguma,79,Progressive passes per 90,Buildup
K. Akpoguma,79,Sliding tackles per 90,Defense
K. Akpoguma,61,Passes per 90,Buildup
K. Akpoguma,35,Fouls suffered per 90,Chance creation
K. Akpoguma,44,Dribbles per 90,Chance creation
K. Akpoguma,41,Successful_dribbles,Chance creation
K. Akpoguma,3,Penalties taken,Finishing
K. Akpoguma,3,Penalties_won,Finishing
K. Vogt,1,xG per 90,Finishing
K. Vogt,11,xA per 90,Buildup
K. Vogt,1,Touches in box per 90,Chance creation
K. Vogt,38,Progressive runs per 90,Buildup
K. Vogt,17,Back passes per 90,Positioning
K. Vogt,92,Lateral passes per 90,Positioning
K. Vogt,89,"Average long pass length, m",Buildup
K. Vogt,24,Key passes per 90,Buildup
K. Vogt,1,Shots per 90,Positioning
K. Vogt,1,shots,Finishing
K. Vogt,97,Progressive passes per 90,Buildup
K. Vogt,9,Sliding tackles per 90,Defense
K. Vogt,89,Passes per 90,Buildup
K. Vogt,17,Fouls suffered per 90,Chance creation
K. Vogt,5,Dribbles per 90,Chance creation
K. Vogt,3,Successful_dribbles,Chance creation
K. Vogt,3,Penalties taken,Finishing
K. Vogt,3,Penalties_won,Finishing
A. Hanche-Olsen,3,xG per 90,Finishing
A. Hanche-Olsen,41,xA per 90,Buildup
A. Hanche-Olsen,21,Touches in box per 90,Chance creation
A. Hanche-Olsen,17,Progressive runs per 90,Buildup
A. Hanche-Olsen,17,Back passes per 90,Positioning
A. Hanche-Olsen,52,Lateral passes per 90,Positioning
A. Hanche-Olsen,97,"Average long pass length, m",Buildup
A. Hanche-Olsen,39,Key passes per 90,Buildup
A. Hanche-Olsen,11,Shots per 90,Positioning
A. Hanche-Olsen,20,shots,Finishing
A. Hanche-Olsen,86,Progressive passes per 90,Buildup
A. Hanche-Olsen,42,Sliding tackles per 90,Defense
A. Hanche-Olsen,66,Passes per 90,Buildup
A. Hanche-Olsen,15,Fouls suffered per 90,Chance creation
A. Hanche-Olsen,11,Dribbles per 90,Chance creation
A. Hanche-Olsen,10,Successful_dribbles,Chance creation
A. Hanche-Olsen,3,Penalties taken,Finishing
A. Hanche-Olsen,3,Penalties_won,Finishing
I. Ordets,31,xG per 90,Finishing
I. Ordets,11,xA per 90,Buildup
I. Ordets,45,Touches in box per 90,Chance creation
I. Ordets,1,Progressive runs per 90,Buildup
I. Ordets,34,Back passes per 90,Positioning
I. Ordets,53,Lateral passes per 90,Positioning
I. Ordets,54,"Average long pass length, m",Buildup
I. Ordets,13,Key passes per 90,Buildup
I. Ordets,34,Shots per 90,Positioning
I. Ordets,94,shots,Finishing
I. Ordets,40,Progressive passes per 90,Buildup
I. Ordets,66,Sliding tackles per 90,Defense
I. Ordets,34,Passes per 90,Buildup
I. Ordets,27,Fouls suffered per 90,Chance creation
I. Ordets,1,Dribbles per 90,Chance creation
I. Ordets,1,Successful_dribbles,Chance creation
I. Ordets,3,Penalties taken,Finishing
I. Ordets,3,Penalties_won,Finishing
D. Zagadou,60,xG per 90,Finishing
D. Zagadou,20,xA per 90,Buildup
D. Zagadou,46,Touches in box per 90,Chance creation
D. Zagadou,7,Progressive runs per 90,Buildup
D. Zagadou,15,Back passes per 90,Positioning
D. Zagadou,96,Lateral passes per 90,Positioning
D. Zagadou,63,"Average long pass length, m",Buildup
D. Zagadou,44,Key passes per 90,Buildup
D. Zagadou,46,Shots per 90,Positioning
D. Zagadou,45,shots,Finishing
D. Zagadou,96,Progressive passes per 90,Buildup
D. Zagadou,26,Sliding tackles per 90,Defense
D. Zagadou,94,Passes per 90,Buildup
D. Zagadou,2,Fouls suffered per 90,Chance creation
D. Zagadou,9,Dribbles per 90,Chance creation
D. Zagadou,11,Successful_dribbles,Chance creation
D. Zagadou,3,Penalties taken,Finishing
D. Zagadou,3,Penalties_won,Finishing
J. Gouweleeuw,31,xG per 90,Finishing
J. Gouweleeuw,28,xA per 90,Buildup
J. Gouweleeuw,23,Touches in box per 90,Chance creation
J. Gouweleeuw,13,Progressive runs per 90,Buildup
J. Gouweleeuw,7,Back passes per 90,Positioning
J. Gouweleeuw,68,Lateral passes per 90,Positioning
J. Gouweleeuw,99,"Average long pass length, m",Buildup
J. Gouweleeuw,26,Key passes per 90,Buildup
J. Gouweleeuw,23,Shots per 90,Positioning
J. Gouweleeuw,23,shots,Finishing
J. Gouweleeuw,94,Progressive passes per 90,Buildup
J. Gouweleeuw,29,Sliding tackles per 90,Defense
J. Gouweleeuw,69,Passes per 90,Buildup
J. Gouweleeuw,3,Fouls suffered per 90,Chance creation
J. Gouweleeuw,18,Dribbles per 90,Chance creation
J. Gouweleeuw,15,Successful_dribbles,Chance creation
J. Gouweleeuw,3,Penalties taken,Finishing
J. Gouweleeuw,3,Penalties_won,Finishing
M. Bauer,31,xG per 90,Finishing
M. Bauer,28,xA per 90,Buildup
M. Bauer,24,Touches in box per 90,Chance creation
M. Bauer,14,Progressive runs per 90,Buildup
M. Bauer,8,Back passes per 90,Positioning
M. Bauer,49,Lateral passes per 90,Positioning
M. Bauer,70,"Average long pass length, m",Buildup
M. Bauer,26,Key passes per 90,Buildup
M. Bauer,15,Shots per 90,Positioning
M. Bauer,34,shots,Finishing
M. Bauer,72,Progressive passes per 90,Buildup
M. Bauer,68,Sliding tackles per 90,Defense
M. Bauer,39,Passes per 90,Buildup
M. Bauer,55,Fouls suffered per 90,Chance creation
M. Bauer,9,Dribbles per 90,Chance creation
M. Bauer,11,Successful_dribbles,Chance creation
M. Bauer,3,Penalties taken,Finishing
M. Bauer,3,Penalties_won,Finishing
C. Gruezo,3,xG per 90,Finishing
C. Gruezo,35,xA per 90,Buildup
C. Gruezo,2,Touches in box per 90,Chance creation
C. Gruezo,3,Progressive runs per 90,Buildup
C. Gruezo,3,Back passes per 90,Positioning
C. Gruezo,34,Lateral passes per 90,Positioning
C. Gruezo,63,"Average long pass length, m",Buildup
C. Gruezo,1,Key passes per 90,Buildup
C. Gruezo,11,Shots per 90,Positioning
C. Gruezo,1,shots,Finishing
C. Gruezo,31,Progressive passes per 90,Buildup
C. Gruezo,16,Sliding tackles per 90,Defense
C. Gruezo,15,Passes per 90,Buildup
C. Gruezo,38,Fouls suffered per 90,Chance creation
C. Gruezo,10,Dribbles per 90,Chance creation
C. Gruezo,12,Successful_dribbles,Chance creation
C. Gruezo,3,Penalties taken,Finishing
C. Gruezo,3,Penalties_won,Finishing
Edimilson Fernandes,3,xG per 90,Finishing
Edimilson Fernandes,47,xA per 90,Buildup
Edimilson Fernandes,7,Touches in box per 90,Chance creation
Edimilson Fernandes,11,Progressive runs per 90,Buildup
Edimilson Fernandes,21,Back passes per 90,Positioning
Edimilson Fernandes,51,Lateral passes per 90,Positioning
Edimilson Fernandes,90,"Average long pass length, m",Buildup
Edimilson Fernandes,21,Key passes per 90,Buildup
Edimilson Fernandes,28,Shots per 90,Positioning
Edimilson Fernandes,49,shots,Finishing
Edimilson Fernandes,87,Progressive passes per 90,Buildup
Edimilson Fernandes,26,Sliding tackles per 90,Defense
Edimilson Fernandes,54,Passes per 90,Buildup
Edimilson Fernandes,18,Fouls suffered per 90,Chance creation
Edimilson Fernandes,38,Dribbles per 90,Chance creation
Edimilson Fernandes,28,Successful_dribbles,Chance creation
Edimilson Fernandes,3,Penalties taken,Finishing
Edimilson Fernandes,3,Penalties_won,Finishing
J. Brooks,17,xG per 90,Finishing
J. Brooks,1,xA per 90,Buildup
J. Brooks,24,Touches in box per 90,Chance creation
J. Brooks,2,Progressive runs per 90,Buildup
J. Brooks,19,Back passes per 90,Positioning
J. Brooks,80,Lateral passes per 90,Positioning
J. Brooks,90,"Average long pass length, m",Buildup
J. Brooks,1,Key passes per 90,Buildup
J. Brooks,16,Shots per 90,Positioning
J. Brooks,1,shots,Finishing
J. Brooks,57,Progressive passes per 90,Buildup
J. Brooks,26,Sliding tackles per 90,Defense
J. Brooks,68,Passes per 90,Buildup
J. Brooks,47,Fouls suffered per 90,Chance creation
J. Brooks,14,Dribbles per 90,Chance creation
J. Brooks,23,Successful_dribbles,Chance creation
J. Brooks,3,Penalties taken,Finishing
J. Brooks,3,Penalties_won,Finishing
J. Guilavogui,31,xG per 90,Finishing
J. Guilavogui,1,xA per 90,Buildup
J. Guilavogui,31,Touches in box per 90,Chance creation
J. Guilavogui,15,Progressive runs per 90,Buildup
J. Guilavogui,18,Back passes per 90,Positioning
J. Guilavogui,87,Lateral passes per 90,Positioning
J. Guilavogui,36,"Average long pass length, m",Buildup
J. Guilavogui,1,Key passes per 90,Buildup
J. Guilavogui,21,Shots per 90,Positioning
J. Guilavogui,28,shots,Finishing
J. Guilavogui,80,Progressive passes per 90,Buildup
J. Guilavogui,16,Sliding tackles per 90,Defense
J. Guilavogui,80,Passes per 90,Buildup
J. Guilavogui,23,Fouls suffered per 90,Chance creation
J. Guilavogui,11,Dribbles per 90,Chance creation
J. Guilavogui,25,Successful_dribbles,Chance creation
J. Guilavogui,3,Penalties taken,Finishing
J. Guilavogui,3,Penalties_won,Finishing
S. Bell,31,xG per 90,Finishing
S. Bell,28,xA per 90,Buildup
S. Bell,11,Touches in box per 90,Chance creation
S. Bell,3,Progressive runs per 90,Buildup
S. Bell,5,Back passes per 90,Positioning
S. Bell,66,Lateral passes per 90,Positioning
S. Bell,88,"Average long pass length, m",Buildup
S. Bell,35,Key passes per 90,Buildup
S. Bell,9,Shots per 90,Positioning
S. Bell,27,shots,Finishing
S. Bell,92,Progressive passes per 90,Buildup
S. Bell,52,Sliding tackles per 90,Defense
S. Bell,66,Passes per 90,Buildup
S. Bell,12,Fouls suffered per 90,Chance creation
S. Bell,15,Dribbles per 90,Chance creation
S. Bell,11,Successful_dribbles,Chance creation
S. Bell,3,Penalties taken,Finishing
S. Bell,3,Penalties_won,Finishing
A. Hack,3,xG per 90,Finishing
A. Hack,20,xA per 90,Buildup
A. Hack,23,Touches in box per 90,Chance creation
A. Hack,7,Progressive runs per 90,Buildup
A. Hack,2,Back passes per 90,Positioning
A. Hack,63,Lateral passes per 90,Positioning
A. Hack,69,"Average long pass length, m",Buildup
A. Hack,1,Key passes per 90,Buildup
A. Hack,1,Shots per 90,Positioning
A. Hack,1,shots,Finishing
A. Hack,96,Progressive passes per 90,Buildup
A. Hack,95,Sliding tackles per 90,Defense
A. Hack,68,Passes per 90,Buildup
A. Hack,40,Fouls suffered per 90,Chance creation
A. Hack,18,Dribbles per 90,Chance creation
A. Hack,12,Successful_dribbles,Chance creation
A. Hack,3,Penalties taken,Finishing
A. Hack,3,Penalties_won,Finishing
J. Chabot,43,xG per 90,Finishing
J. Chabot,47,xA per 90,Buildup
J. Chabot,24,Touches in box per 90,Chance creation
J. Chabot,11,Progressive runs per 90,Buildup
J. Chabot,13,Back passes per 90,Positioning
J. Chabot,94,Lateral passes per 90,Positioning
J. Chabot,89,"Average long pass length, m",Buildup
J. Chabot,27,Key passes per 90,Buildup
J. Chabot,22,Shots per 90,Positioning
J. Chabot,26,shots,Finishing
J. Chabot,62,Progressive passes per 90,Buildup
J. Chabot,68,Sliding tackles per 90,Defense
J. Chabot,84,Passes per 90,Buildup
J. Chabot,55,Fouls suffered per 90,Chance creation
J. Chabot,17,Dribbles per 90,Chance creation
J. Chabot,14,Successful_dribbles,Chance creation
J. Chabot,3,Penalties taken,Finishing
J. Chabot,3,Penalties_won,Finishing
F. Uremović,17,xG per 90,Finishing
F. Uremović,11,xA per 90,Buildup
F. Uremović,24,Touches in box per 90,Chance creation
F. Uremović,5,Progressive runs per 90,Buildup
F. Uremović,4,Back passes per 90,Positioning
F. Uremović,66,Lateral passes per 90,Positioning
F. Uremović,89,"Average long pass length, m",Buildup
F. Uremović,15,Key passes per 90,Buildup
F. Uremović,14,Shots per 90,Positioning
F. Uremović,12,shots,Finishing
F. Uremović,27,Progressive passes per 90,Buildup
F. Uremović,42,Sliding tackles per 90,Defense
F. Uremović,27,Passes per 90,Buildup
F. Uremović,18,Fouls suffered per 90,Chance creation
F. Uremović,5,Dribbles per 90,Chance creation
F. Uremović,7,Successful_dribbles,Chance creation
F. Uremović,3,Penalties taken,Finishing
F. Uremović,3,Penalties_won,Finishing
M. Yoshida,17,xG per 90,Finishing
M. Yoshida,11,xA per 90,Buildup
M. Yoshida,28,Touches in box per 90,Chance creation
M. Yoshida,3,Progressive runs per 90,Buildup
M. Yoshida,15,Back passes per 90,Positioning
M. Yoshida,84,Lateral passes per 90,Positioning
M. Yoshida,94,"Average long pass length, m",Buildup
M. Yoshida,30,Key passes per 90,Buildup
M. Yoshida,20,Shots per 90,Positioning
M. Yoshida,37,shots,Finishing
M. Yoshida,86,Progressive passes per 90,Buildup
M. Yoshida,55,Sliding tackles per 90,Defense
M. Yoshida,71,Passes per 90,Buildup
M. Yoshida,23,Fouls suffered per 90,Chance creation
M. Yoshida,14,Dribbles per 90,Chance creation
M. Yoshida,13,Successful_dribbles,Chance creation
M. Yoshida,3,Penalties taken,Finishing
M. Yoshida,3,Penalties_won,Finishing
H. Matriciani,3,xG per 90,Finishing
H. Matriciani,20,xA per 90,Buildup
H. Matriciani,6,Touches in box per 90,Chance creation
H. Matriciani,16,Progressive runs per 90,Buildup
H. Matriciani,20,Back passes per 90,Positioning
H. Matriciani,47,Lateral passes per 90,Positioning
H. Matriciani,86,"Average long pass length, m",Buildup
H. Matriciani,15,Key passes per 90,Buildup
H. Matriciani,2,Shots per 90,Positioning
H. Matriciani,1,shots,Finishing
H. Matriciani,48,Progressive passes per 90,Buildup
