Player,deciles,variable,type_variable
R. Fulgencio,74,Received long passes per 90,Chance creation
R. Fulgencio,93,Passes to penalty area per 90,Chance creation
R. Fulgencio,86,Key passes per 90,Buildup
R. Fulgencio,11,Interceptions per 90,Defense
R. Fulgencio,34,Long passes per 90,Buildup
R. Fulgencio,8,Shots blocked per 90,Defense
R. Fulgencio,37,Progressive passes per 90,Buildup
R. Fulgencio,92,Dribbles per 90,Chance creation
J. Aquino,83,Crosses per 90,Buildup
J. Aquino,63,Crosses to goalie box per 90,Buildup
J. Aquino,64,Received long passes per 90,Chance creation
J. Aquino,67,Passes to penalty area per 90,Chance creation
J. Aquino,55,Key passes per 90,Buildup
J. Aquino,43,Interceptions per 90,Defense
J. Aquino,54,Long passes per 90,Buildup
J. Aquino,39,Shots blocked per 90,Defense
J. Aquino,85,Progressive passes per 90,Buildup
J. Aquino,76,Dribbles per 90,Chance creation
O. Fernández,65,Crosses per 90,Buildup
O. Fernández,57,Crosses to goalie box per 90,Buildup
O. Fernández,75,Received long passes per 90,Chance creation
O. Fernández,82,Passes to penalty area per 90,Chance creation
O. Fernández,93,Key passes per 90,Buildup
O. Fernández,4,Interceptions per 90,Defense
O. Fernández,37,Long passes per 90,Buildup
O. Fernández,8,Shots blocked per 90,Defense
O. Fernández,32,Progressive passes per 90,Buildup
O. Fernández,58,Dribbles per 90,Chance creation
Á. Romero,76,Crosses per 90,Buildup
Á. Romero,66,Crosses to goalie box per 90,Buildup
Á. Romero,83,Received long passes per 90,Chance creation
Á. Romero,93,Passes to penalty area per 90,Chance creation
Á. Romero,77,Key passes per 90,Buildup
Á. Romero,37,Interceptions per 90,Defense
Á. Romero,75,Long passes per 90,Buildup
Á. Romero,8,Shots blocked per 90,Defense
Á. Romero,79,Progressive passes per 90,Buildup
Á. Romero,76,Dribbles per 90,Chance creation
Gustavo Ferrareis,89,Crosses per 90,Buildup
Gustavo Ferrareis,85,Crosses to goalie box per 90,Buildup
Gustavo Ferrareis,91,Received long passes per 90,Chance creation
Gustavo Ferrareis,89,Passes to penalty area per 90,Chance creation
Gustavo Ferrareis,79,Key passes per 90,Buildup
Gustavo Ferrareis,38,Interceptions per 90,Defense
Gustavo Ferrareis,66,Long passes per 90,Buildup
Gustavo Ferrareis,56,Shots blocked per 90,Defense
Gustavo Ferrareis,54,Progressive passes per 90,Buildup
Gustavo Ferrareis,66,Dribbles per 90,Chance creation
C. Calderón,74,Crosses per 90,Buildup
C. Calderón,83,Crosses to goalie box per 90,Buildup
C. Calderón,46,Received long passes per 90,Chance creation
C. Calderón,55,Passes to penalty area per 90,Chance creation
C. Calderón,60,Key passes per 90,Buildup
C. Calderón,64,Interceptions per 90,Defense
C. Calderón,69,Long passes per 90,Buildup
C. Calderón,56,Shots blocked per 90,Defense
C. Calderón,44,Progressive passes per 90,Buildup
C. Calderón,65,Dribbles per 90,Chance creation
J. Campbell,65,Crosses per 90,Buildup
J. Campbell,50,Crosses to goalie box per 90,Buildup
J. Campbell,62,Received long passes per 90,Chance creation
J. Campbell,92,Passes to penalty area per 90,Chance creation
J. Campbell,86,Key passes per 90,Buildup
J. Campbell,12,Interceptions per 90,Defense
J. Campbell,54,Long passes per 90,Buildup
J. Campbell,16,Shots blocked per 90,Defense
J. Campbell,59,Progressive passes per 90,Buildup
J. Campbell,69,Dribbles per 90,Chance creation
R. López,87,Crosses per 90,Buildup
R. López,36,Crosses to goalie box per 90,Buildup
R. López,88,Received long passes per 90,Chance creation
R. López,75,Passes to penalty area per 90,Chance creation
R. López,68,Key passes per 90,Buildup
R. López,33,Interceptions per 90,Defense
R. López,53,Long passes per 90,Buildup
R. López,52,Shots blocked per 90,Defense
R. López,73,Progressive passes per 90,Buildup
R. López,46,Dribbles per 90,Chance creation
I. Brizuela,80,Crosses per 90,Buildup
I. Brizuela,95,Crosses to goalie box per 90,Buildup
I. Brizuela,68,Received long passes per 90,Chance creation
I. Brizuela,82,Passes to penalty area per 90,Chance creation
I. Brizuela,90,Key passes per 90,Buildup
I. Brizuela,12,Interceptions per 90,Defense
I. Brizuela,24,Long passes per 90,Buildup
I. Brizuela,8,Shots blocked per 90,Defense
I. Brizuela,43,Progressive passes per 90,Buildup
I. Brizuela,86,Dribbles per 90,Chance creation
É. Flores,71,Crosses per 90,Buildup
É. Flores,79,Crosses to goalie box per 90,Buildup
É. Flores,41,Received long passes per 90,Chance creation
É. Flores,68,Passes to penalty area per 90,Chance creation
É. Flores,95,Key passes per 90,Buildup
É. Flores,21,Interceptions per 90,Defense
É. Flores,42,Long passes per 90,Buildup
É. Flores,54,Shots blocked per 90,Defense
É. Flores,26,Progressive passes per 90,Buildup
É. Flores,30,Dribbles per 90,Chance creation
D. Barbosa,98,Crosses per 90,Buildup
D. Barbosa,88,Crosses to goalie box per 90,Buildup
D. Barbosa,99,Received long passes per 90,Chance creation
D. Barbosa,96,Passes to penalty area per 90,Chance creation
D. Barbosa,69,Key passes per 90,Buildup
D. Barbosa,42,Interceptions per 90,Defense
D. Barbosa,58,Long passes per 90,Buildup
D. Barbosa,54,Shots blocked per 90,Defense
D. Barbosa,46,Progressive passes per 90,Buildup
D. Barbosa,67,Dribbles per 90,Chance creation
R. Ibarra,89,Crosses per 90,Buildup
R. Ibarra,97,Crosses to goalie box per 90,Buildup
R. Ibarra,67,Received long passes per 90,Chance creation
R. Ibarra,62,Passes to penalty area per 90,Chance creation
R. Ibarra,77,Key passes per 90,Buildup
R. Ibarra,17,Interceptions per 90,Defense
R. Ibarra,6,Long passes per 90,Buildup
R. Ibarra,8,Shots blocked per 90,Defense
R. Ibarra,17,Progressive passes per 90,Buildup
R. Ibarra,96,Dribbles per 90,Chance creation
J. Montecinos,100,Crosses per 90,Buildup
J. Montecinos,94,Crosses to goalie box per 90,Buildup
J. Montecinos,87,Received long passes per 90,Chance creation
J. Montecinos,96,Passes to penalty area per 90,Chance creation
J. Montecinos,90,Key passes per 90,Buildup
J. Montecinos,6,Interceptions per 90,Defense
J. Montecinos,31,Long passes per 90,Buildup
J. Montecinos,8,Shots blocked per 90,Defense
J. Montecinos,31,Progressive passes per 90,Buildup
J. Montecinos,94,Dribbles per 90,Chance creation
M. Olivera,85,Crosses per 90,Buildup
M. Olivera,80,Crosses to goalie box per 90,Buildup
M. Olivera,46,Received long passes per 90,Chance creation
M. Olivera,77,Passes to penalty area per 90,Chance creation
M. Olivera,61,Key passes per 90,Buildup
M. Olivera,56,Interceptions per 90,Defense
M. Olivera,88,Long passes per 90,Buildup
M. Olivera,41,Shots blocked per 90,Defense
M. Olivera,96,Progressive passes per 90,Buildup
M. Olivera,46,Dribbles per 90,Chance creation
J. Garza,90,Crosses per 90,Buildup
J. Garza,96,Crosses to goalie box per 90,Buildup
J. Garza,80,Received long passes per 90,Chance creation
J. Garza,77,Passes to penalty area per 90,Chance creation
J. Garza,69,Key passes per 90,Buildup
J. Garza,70,Interceptions per 90,Defense
J. Garza,52,Long passes per 90,Buildup
J. Garza,57,Shots blocked per 90,Defense
J. Garza,81,Progressive passes per 90,Buildup
J. Garza,54,Dribbles per 90,Chance creation
J. Vigón,43,Crosses per 90,Buildup
J. Vigón,42,Crosses to goalie box per 90,Buildup
J. Vigón,34,Received long passes per 90,Chance creation
J. Vigón,31,Passes to penalty area per 90,Chance creation
J. Vigón,55,Key passes per 90,Buildup
J. Vigón,32,Interceptions per 90,Defense
J. Vigón,17,Long passes per 90,Buildup
J. Vigón,67,Shots blocked per 90,Defense
J. Vigón,18,Progressive passes per 90,Buildup
J. Vigón,33,Dribbles per 90,Chance creation
C. Orrantía,86,Crosses per 90,Buildup
C. Orrantía,73,Crosses to goalie box per 90,Buildup
C. Orrantía,88,Received long passes per 90,Chance creation
C. Orrantía,90,Passes to penalty area per 90,Chance creation
C. Orrantía,89,Key passes per 90,Buildup
C. Orrantía,40,Interceptions per 90,Defense
C. Orrantía,63,Long passes per 90,Buildup
C. Orrantía,32,Shots blocked per 90,Defense
C. Orrantía,81,Progressive passes per 90,Buildup
C. Orrantía,52,Dribbles per 90,Chance creation
J. Abella,87,Crosses per 90,Buildup
J. Abella,79,Crosses to goalie box per 90,Buildup
J. Abella,95,Received long passes per 90,Chance creation
J. Abella,88,Passes to penalty area per 90,Chance creation
J. Abella,49,Key passes per 90,Buildup
J. Abella,45,Interceptions per 90,Defense
J. Abella,88,Long passes per 90,Buildup
J. Abella,62,Shots blocked per 90,Defense
J. Abella,82,Progressive passes per 90,Buildup
J. Abella,14,Dribbles per 90,Chance creation
Paulino De la Fuente,76,Crosses per 90,Buildup
Paulino De la Fuente,86,Crosses to goalie box per 90,Buildup
Paulino De la Fuente,71,Received long passes per 90,Chance creation
Paulino De la Fuente,77,Passes to penalty area per 90,Chance creation
Paulino De la Fuente,94,Key passes per 90,Buildup
Paulino De la Fuente,21,Interceptions per 90,Defense
Paulino De la Fuente,21,Long passes per 90,Buildup
Paulino De la Fuente,29,Shots blocked per 90,Defense
Paulino De la Fuente,43,Progressive passes per 90,Buildup
Paulino De la Fuente,98,Dribbles per 90,Chance creation
G. Rojas,97,Crosses per 90,Buildup
G. Rojas,85,Crosses to goalie box per 90,Buildup
G. Rojas,81,Received long passes per 90,Chance creation
G. Rojas,89,Passes to penalty area per 90,Chance creation
G. Rojas,42,Key passes per 90,Buildup
G. Rojas,29,Interceptions per 90,Defense
G. Rojas,74,Long passes per 90,Buildup
G. Rojas,43,Shots blocked per 90,Defense
G. Rojas,75,Progressive passes per 90,Buildup
G. Rojas,46,Dribbles per 90,Chance creation
C. Huerta,87,Crosses per 90,Buildup
C. Huerta,69,Crosses to goalie box per 90,Buildup
C. Huerta,52,Received long passes per 90,Chance creation
C. Huerta,80,Passes to penalty area per 90,Chance creation
C. Huerta,73,Key passes per 90,Buildup
C. Huerta,15,Interceptions per 90,Defense
C. Huerta,28,Long passes per 90,Buildup
C. Huerta,35,Shots blocked per 90,Defense
C. Huerta,24,Progressive passes per 90,Buildup
C. Huerta,98,Dribbles per 90,Chance creation
C. Cisneros,93,Crosses per 90,Buildup
C. Cisneros,83,Crosses to goalie box per 90,Buildup
C. Cisneros,83,Received long passes per 90,Chance creation
C. Cisneros,72,Passes to penalty area per 90,Chance creation
C. Cisneros,77,Key passes per 90,Buildup
C. Cisneros,38,Interceptions per 90,Defense
C. Cisneros,29,Long passes per 90,Buildup
C. Cisneros,29,Shots blocked per 90,Defense
C. Cisneros,34,Progressive passes per 90,Buildup
C. Cisneros,84,Dribbles per 90,Chance creation
J. Dueñas,79,Crosses per 90,Buildup
J. Dueñas,77,Crosses to goalie box per 90,Buildup
J. Dueñas,55,Received long passes per 90,Chance creation
J. Dueñas,58,Passes to penalty area per 90,Chance creation
J. Dueñas,71,Key passes per 90,Buildup
J. Dueñas,9,Interceptions per 90,Defense
J. Dueñas,35,Long passes per 90,Buildup
J. Dueñas,48,Shots blocked per 90,Defense
J. Dueñas,28,Progressive passes per 90,Buildup
J. Dueñas,61,Dribbles per 90,Chance creation
M. Layún,100,Crosses per 90,Buildup
M. Layún,99,Crosses to goalie box per 90,Buildup
M. Layún,98,Received long passes per 90,Chance creation
M. Layún,99,Passes to penalty area per 90,Chance creation
M. Layún,97,Key passes per 90,Buildup
M. Layún,10,Interceptions per 90,Defense
M. Layún,51,Long passes per 90,Buildup
M. Layún,16,Shots blocked per 90,Defense
M. Layún,82,Progressive passes per 90,Buildup
M. Layún,51,Dribbles per 90,Chance creation
Á. Mena,81,Crosses per 90,Buildup
Á. Mena,84,Crosses to goalie box per 90,Buildup
Á. Mena,70,Received long passes per 90,Chance creation
Á. Mena,89,Passes to penalty area per 90,Chance creation
Á. Mena,93,Key passes per 90,Buildup
Á. Mena,18,Interceptions per 90,Defense
Á. Mena,21,Long passes per 90,Buildup
Á. Mena,16,Shots blocked per 90,Defense
Á. Mena,41,Progressive passes per 90,Buildup
Á. Mena,69,Dribbles per 90,Chance creation
F. Navarro,41,Crosses per 90,Buildup
F. Navarro,42,Crosses to goalie box per 90,Buildup
F. Navarro,45,Received long passes per 90,Chance creation
F. Navarro,67,Passes to penalty area per 90,Chance creation
F. Navarro,69,Key passes per 90,Buildup
F. Navarro,23,Interceptions per 90,Defense
F. Navarro,35,Long passes per 90,Buildup
F. Navarro,50,Shots blocked per 90,Defense
F. Navarro,24,Progressive passes per 90,Buildup
F. Navarro,51,Dribbles per 90,Chance creation
A. Chalá,95,Crosses per 90,Buildup
A. Chalá,95,Crosses to goalie box per 90,Buildup
A. Chalá,80,Received long passes per 90,Chance creation
A. Chalá,86,Passes to penalty area per 90,Chance creation
A. Chalá,23,Key passes per 90,Buildup
A. Chalá,45,Interceptions per 90,Defense
A. Chalá,30,Long passes per 90,Buildup
A. Chalá,26,Shots blocked per 90,Defense
A. Chalá,48,Progressive passes per 90,Buildup
A. Chalá,68,Dribbles per 90,Chance creation
Vitinho,74,Crosses per 90,Buildup
Vitinho,90,Crosses to goalie box per 90,Buildup
Vitinho,84,Received long passes per 90,Chance creation
Vitinho,63,Passes to penalty area per 90,Chance creation
Vitinho,73,Key passes per 90,Buildup
Vitinho,15,Interceptions per 90,Defense
Vitinho,26,Long passes per 90,Buildup
Vitinho,8,Shots blocked per 90,Defense
Vitinho,31,Progressive passes per 90,Buildup
Vitinho,95,Dribbles per 90,Chance creation
D. Villalpando,69,Crosses per 90,Buildup
D. Villalpando,50,Crosses to goalie box per 90,Buildup
D. Villalpando,58,Received long passes per 90,Chance creation
D. Villalpando,87,Passes to penalty area per 90,Chance creation
D. Villalpando,86,Key passes per 90,Buildup
D. Villalpando,10,Interceptions per 90,Defense
D. Villalpando,46,Long passes per 90,Buildup
D. Villalpando,8,Shots blocked per 90,Defense
D. Villalpando,48,Progressive passes per 90,Buildup
D. Villalpando,72,Dribbles per 90,Chance creation
P. Pérez,77,Crosses per 90,Buildup
P. Pérez,79,Crosses to goalie box per 90,Buildup
P. Pérez,41,Received long passes per 90,Chance creation
P. Pérez,69,Passes to penalty area per 90,Chance creation
P. Pérez,55,Key passes per 90,Buildup
P. Pérez,34,Interceptions per 90,Defense
P. Pérez,21,Long passes per 90,Buildup
P. Pérez,32,Shots blocked per 90,Defense
P. Pérez,27,Progressive passes per 90,Buildup
P. Pérez,99,Dribbles per 90,Chance creation
Y. Bárcenas,89,Crosses per 90,Buildup
Y. Bárcenas,96,Crosses to goalie box per 90,Buildup
Y. Bárcenas,75,Received long passes per 90,Chance creation
Y. Bárcenas,81,Passes to penalty area per 90,Chance creation
Y. Bárcenas,94,Key passes per 90,Buildup
Y. Bárcenas,29,Interceptions per 90,Defense
Y. Bárcenas,24,Long passes per 90,Buildup
Y. Bárcenas,39,Shots blocked per 90,Defense
Y. Bárcenas,31,Progressive passes per 90,Buildup
Y. Bárcenas,93,Dribbles per 90,Chance creation
E. Bello,82,Crosses per 90,Buildup
E. Bello,88,Crosses to goalie box per 90,Buildup
E. Bello,73,Received long passes per 90,Chance creation
E. Bello,77,Passes to penalty area per 90,Chance creation
E. Bello,62,Key passes per 90,Buildup
E. Bello,31,Interceptions per 90,Defense
E. Bello,15,Long passes per 90,Buildup
E. Bello,54,Shots blocked per 90,Defense
E. Bello,31,Progressive passes per 90,Buildup
E. Bello,42,Dribbles per 90,Chance creation
J. Colmán,69,Crosses per 90,Buildup
J. Colmán,72,Crosses to goalie box per 90,Buildup
J. Colmán,61,Received long passes per 90,Chance creation
J. Colmán,79,Passes to penalty area per 90,Chance creation
J. Colmán,34,Key passes per 90,Buildup
J. Colmán,9,Interceptions per 90,Defense
J. Colmán,26,Long passes per 90,Buildup
J. Colmán,8,Shots blocked per 90,Defense
J. Colmán,42,Progressive passes per 90,Buildup
J. Colmán,91,Dribbles per 90,Chance creation
L. Rodríguez,77,Crosses per 90,Buildup
L. Rodríguez,77,Crosses to goalie box per 90,Buildup
L. Rodríguez,51,Received long passes per 90,Chance creation
L. Rodríguez,57,Passes to penalty area per 90,Chance creation
L. Rodríguez,29,Key passes per 90,Buildup
L. Rodríguez,44,Interceptions per 90,Defense
L. Rodríguez,74,Long passes per 90,Buildup
L. Rodríguez,35,Shots blocked per 90,Defense
L. Rodríguez,91,Progressive passes per 90,Buildup
L. Rodríguez,52,Dribbles per 90,Chance creation
A. Medina,79,Crosses per 90,Buildup
A. Medina,48,Crosses to goalie box per 90,Buildup
A. Medina,79,Received long passes per 90,Chance creation
A. Medina,79,Passes to penalty area per 90,Chance creation
A. Medina,62,Key passes per 90,Buildup
A. Medina,26,Interceptions per 90,Defense
A. Medina,22,Long passes per 90,Buildup
A. Medina,8,Shots blocked per 90,Defense
A. Medina,30,Progressive passes per 90,Buildup
A. Medina,94,Dribbles per 90,Chance creation
B. Garnica,95,Crosses per 90,Buildup
B. Garnica,95,Crosses to goalie box per 90,Buildup
B. Garnica,60,Received long passes per 90,Chance creation
B. Garnica,90,Passes to penalty area per 90,Chance creation
B. Garnica,95,Key passes per 90,Buildup
B. Garnica,39,Interceptions per 90,Defense
B. Garnica,28,Long passes per 90,Buildup
B. Garnica,8,Shots blocked per 90,Defense
B. Garnica,47,Progressive passes per 90,Buildup
B. Garnica,89,Dribbles per 90,Chance creation
A. Hurtado,92,Crosses per 90,Buildup
A. Hurtado,88,Crosses to goalie box per 90,Buildup
A. Hurtado,80,Received long passes per 90,Chance creation
A. Hurtado,92,Passes to penalty area per 90,Chance creation
A. Hurtado,96,Key passes per 90,Buildup
A. Hurtado,21,Interceptions per 90,Defense
A. Hurtado,32,Long passes per 90,Buildup
A. Hurtado,12,Shots blocked per 90,Defense
A. Hurtado,46,Progressive passes per 90,Buildup
A. Hurtado,97,Dribbles per 90,Chance creation
L. García,99,Crosses per 90,Buildup
L. García,87,Crosses to goalie box per 90,Buildup
L. García,99,Received long passes per 90,Chance creation
L. García,93,Passes to penalty area per 90,Chance creation
L. García,98,Key passes per 90,Buildup
L. García,26,Interceptions per 90,Defense
L. García,49,Long passes per 90,Buildup
L. García,8,Shots blocked per 90,Defense
L. García,43,Progressive passes per 90,Buildup
L. García,87,Dribbles per 90,Chance creation
P. Barrera,98,Crosses per 90,Buildup
P. Barrera,98,Crosses to goalie box per 90,Buildup
P. Barrera,76,Received long passes per 90,Chance creation
P. Barrera,97,Passes to penalty area per 90,Chance creation
P. Barrera,83,Key passes per 90,Buildup
P. Barrera,29,Interceptions per 90,Defense
P. Barrera,40,Long passes per 90,Buildup
P. Barrera,29,Shots blocked per 90,Defense
P. Barrera,46,Progressive passes per 90,Buildup
P. Barrera,94,Dribbles per 90,Chance creation
I. Moreno,87,Crosses per 90,Buildup
I. Moreno,96,Crosses to goalie box per 90,Buildup
I. Moreno,53,Received long passes per 90,Chance creation
I. Moreno,60,Passes to penalty area per 90,Chance creation
I. Moreno,69,Key passes per 90,Buildup
I. Moreno,38,Interceptions per 90,Defense
I. Moreno,42,Long passes per 90,Buildup
I. Moreno,14,Shots blocked per 90,Defense
I. Moreno,39,Progressive passes per 90,Buildup
I. Moreno,80,Dribbles per 90,Chance creation
R. Huescas,84,Crosses per 90,Buildup
R. Huescas,87,Crosses to goalie box per 90,Buildup
R. Huescas,67,Received long passes per 90,Chance creation
R. Huescas,75,Passes to penalty area per 90,Chance creation
R. Huescas,88,Key passes per 90,Buildup
R. Huescas,43,Interceptions per 90,Defense
R. Huescas,47,Long passes per 90,Buildup
R. Huescas,59,Shots blocked per 90,Defense
R. Huescas,46,Progressive passes per 90,Buildup
R. Huescas,51,Dribbles per 90,Chance creation
F. Nevarez,89,Crosses per 90,Buildup
F. Nevarez,73,Crosses to goalie box per 90,Buildup
F. Nevarez,76,Received long passes per 90,Chance creation
F. Nevarez,72,Passes to penalty area per 90,Chance creation
F. Nevarez,36,Key passes per 90,Buildup
F. Nevarez,83,Interceptions per 90,Defense
F. Nevarez,52,Long passes per 90,Buildup
F. Nevarez,60,Shots blocked per 90,Defense
F. Nevarez,88,Progressive passes per 90,Buildup
F. Nevarez,63,Dribbles per 90,Chance creation
L. Fuentes,98,Crosses per 90,Buildup
L. Fuentes,78,Crosses to goalie box per 90,Buildup
L. Fuentes,98,Received long passes per 90,Chance creation
L. Fuentes,98,Passes to penalty area per 90,Chance creation
L. Fuentes,75,Key passes per 90,Buildup
L. Fuentes,43,Interceptions per 90,Defense
L. Fuentes,57,Long passes per 90,Buildup
L. Fuentes,37,Shots blocked per 90,Defense
L. Fuentes,87,Progressive passes per 90,Buildup
L. Fuentes,55,Dribbles per 90,Chance creation
D. Medina,96,Crosses per 90,Buildup
D. Medina,96,Crosses to goalie box per 90,Buildup
D. Medina,77,Received long passes per 90,Chance creation
D. Medina,88,Passes to penalty area per 90,Chance creation
D. Medina,88,Key passes per 90,Buildup
D. Medina,39,Interceptions per 90,Defense
D. Medina,14,Long passes per 90,Buildup
D. Medina,59,Shots blocked per 90,Defense
D. Medina,29,Progressive passes per 90,Buildup
D. Medina,94,Dribbles per 90,Chance creation
F. Valenzuela,97,Crosses per 90,Buildup
F. Valenzuela,98,Crosses to goalie box per 90,Buildup
F. Valenzuela,46,Received long passes per 90,Chance creation
F. Valenzuela,98,Passes to penalty area per 90,Chance creation
F. Valenzuela,94,Key passes per 90,Buildup
F. Valenzuela,10,Interceptions per 90,Defense
F. Valenzuela,44,Long passes per 90,Buildup
F. Valenzuela,48,Shots blocked per 90,Defense
F. Valenzuela,69,Progressive passes per 90,Buildup
F. Valenzuela,100,Dribbles per 90,Chance creation
C. Trejo,54,Crosses per 90,Buildup
C. Trejo,50,Crosses to goalie box per 90,Buildup
C. Trejo,55,Received long passes per 90,Chance creation
C. Trejo,45,Passes to penalty area per 90,Chance creation
C. Trejo,88,Key passes per 90,Buildup
C. Trejo,22,Interceptions per 90,Defense
C. Trejo,27,Long passes per 90,Buildup
C. Trejo,32,Shots blocked per 90,Defense
C. Trejo,29,Progressive passes per 90,Buildup
C. Trejo,76,Dribbles per 90,Chance creation
R. Sandoval,98,Crosses per 90,Buildup
R. Sandoval,66,Crosses to goalie box per 90,Buildup
R. Sandoval,56,Received long passes per 90,Chance creation
R. Sandoval,93,Passes to penalty area per 90,Chance creation
R. Sandoval,53,Key passes per 90,Buildup
R. Sandoval,71,Interceptions per 90,Defense
R. Sandoval,56,Long passes per 90,Buildup
R. Sandoval,52,Shots blocked per 90,Defense
R. Sandoval,68,Progressive passes per 90,Buildup
R. Sandoval,72,Dribbles per 90,Chance creation
J. Hernández,78,Crosses per 90,Buildup
J. Hernández,71,Crosses to goalie box per 90,Buildup
J. Hernández,97,Received long passes per 90,Chance creation
J. Hernández,73,Passes to penalty area per 90,Chance creation
J. Hernández,87,Key passes per 90,Buildup
J. Hernández,21,Interceptions per 90,Defense
J. Hernández,15,Long passes per 90,Buildup
J. Hernández,22,Shots blocked per 90,Defense
J. Hernández,25,Progressive passes per 90,Buildup
J. Hernández,87,Dribbles per 90,Chance creation
R. López,70,Crosses per 90,Buildup
R. López,79,Crosses to goalie box per 90,Buildup
R. López,45,Received long passes per 90,Chance creation
R. López,68,Passes to penalty area per 90,Chance creation
R. López,63,Key passes per 90,Buildup
R. López,28,Interceptions per 90,Defense
R. López,61,Long passes per 90,Buildup
R. López,59,Shots blocked per 90,Defense
R. López,33,Progressive passes per 90,Buildup
R. López,69,Dribbles per 90,Chance creation
J. González,80,Crosses per 90,Buildup
J. González,91,Crosses to goalie box per 90,Buildup
J. González,90,Received long passes per 90,Chance creation
J. González,72,Passes to penalty area per 90,Chance creation
J. González,94,Key passes per 90,Buildup
J. González,26,Interceptions per 90,Defense
J. González,37,Long passes per 90,Buildup
J. González,19,Shots blocked per 90,Defense
J. González,40,Progressive passes per 90,Buildup
J. González,78,Dribbles per 90,Chance creation
K. Mbappé,79,Crosses per 90,Buildup
K. Mbappé,88,Crosses to goalie box per 90,Buildup
K. Mbappé,72,Received long passes per 90,Chance creation
K. Mbappé,93,Passes to penalty area per 90,Chance creation
K. Mbappé,98,Key passes per 90,Buildup
K. Mbappé,1,Interceptions per 90,Defense
K. Mbappé,13,Long passes per 90,Buildup
K. Mbappé,14,Shots blocked per 90,Defense
K. Mbappé,22,Progressive passes per 90,Buildup
K. Mbappé,99,Dribbles per 90,Chance creation
Neymar,48,Crosses per 90,Buildup
Neymar,63,Crosses to goalie box per 90,Buildup
Neymar,43,Received long passes per 90,Chance creation
Neymar,99,Passes to penalty area per 90,Chance creation
Neymar,100,Key passes per 90,Buildup
Neymar,10,Interceptions per 90,Defense
Neymar,66,Long passes per 90,Buildup
Neymar,9,Shots blocked per 90,Defense
Neymar,90,Progressive passes per 90,Buildup
Neymar,96,Dribbles per 90,Chance creation
A. Hakimi,74,Crosses per 90,Buildup
A. Hakimi,71,Crosses to goalie box per 90,Buildup
A. Hakimi,99,Received long passes per 90,Chance creation
A. Hakimi,77,Passes to penalty area per 90,Chance creation
A. Hakimi,93,Key passes per 90,Buildup
A. Hakimi,52,Interceptions per 90,Defense
A. Hakimi,17,Long passes per 90,Buildup
A. Hakimi,14,Shots blocked per 90,Defense
A. Hakimi,52,Progressive passes per 90,Buildup
A. Hakimi,77,Dribbles per 90,Chance creation
Nuno Mendes,80,Crosses per 90,Buildup
Nuno Mendes,83,Crosses to goalie box per 90,Buildup
Nuno Mendes,98,Received long passes per 90,Chance creation
Nuno Mendes,71,Passes to penalty area per 90,Chance creation
Nuno Mendes,97,Key passes per 90,Buildup
Nuno Mendes,51,Interceptions per 90,Defense
Nuno Mendes,16,Long passes per 90,Buildup
Nuno Mendes,46,Shots blocked per 90,Defense
Nuno Mendes,44,Progressive passes per 90,Buildup
Nuno Mendes,90,Dribbles per 90,Chance creation
L. Messi,26,Crosses per 90,Buildup
L. Messi,42,Crosses to goalie box per 90,Buildup
L. Messi,40,Received long passes per 90,Chance creation
L. Messi,100,Passes to penalty area per 90,Chance creation
L. Messi,100,Key passes per 90,Buildup
L. Messi,1,Interceptions per 90,Defense
L. Messi,59,Long passes per 90,Buildup
L. Messi,12,Shots blocked per 90,Defense
L. Messi,81,Progressive passes per 90,Buildup
L. Messi,94,Dribbles per 90,Chance creation
K. Thuram,52,Crosses per 90,Buildup
K. Thuram,73,Crosses to goalie box per 90,Buildup
K. Thuram,34,Received long passes per 90,Chance creation
K. Thuram,57,Passes to penalty area per 90,Chance creation
K. Thuram,84,Key passes per 90,Buildup
K. Thuram,41,Interceptions per 90,Defense
K. Thuram,31,Long passes per 90,Buildup
K. Thuram,70,Shots blocked per 90,Defense
K. Thuram,34,Progressive passes per 90,Buildup
K. Thuram,77,Dribbles per 90,Chance creation
S. Fofana,66,Crosses per 90,Buildup
S. Fofana,59,Crosses to goalie box per 90,Buildup
S. Fofana,53,Received long passes per 90,Chance creation
S. Fofana,66,Passes to penalty area per 90,Chance creation
S. Fofana,65,Key passes per 90,Buildup
S. Fofana,23,Interceptions per 90,Defense
S. Fofana,29,Long passes per 90,Buildup
S. Fofana,29,Shots blocked per 90,Defense
S. Fofana,28,Progressive passes per 90,Buildup
S. Fofana,81,Dribbles per 90,Chance creation
Carlos Soler,48,Crosses per 90,Buildup
Carlos Soler,42,Crosses to goalie box per 90,Buildup
Carlos Soler,40,Received long passes per 90,Chance creation
Carlos Soler,60,Passes to penalty area per 90,Chance creation
Carlos Soler,66,Key passes per 90,Buildup
Carlos Soler,20,Interceptions per 90,Defense
Carlos Soler,25,Long passes per 90,Buildup
Carlos Soler,58,Shots blocked per 90,Defense
Carlos Soler,28,Progressive passes per 90,Buildup
Carlos Soler,29,Dribbles per 90,Chance creation
R. Cherki,92,Crosses per 90,Buildup
R. Cherki,92,Crosses to goalie box per 90,Buildup
R. Cherki,61,Received long passes per 90,Chance creation
R. Cherki,99,Passes to penalty area per 90,Chance creation
R. Cherki,96,Key passes per 90,Buildup
R. Cherki,11,Interceptions per 90,Defense
R. Cherki,43,Long passes per 90,Buildup
